id,answer,question,desc,ref
eec8e935-b673-4e75-9537-443f83e67fe5,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",Bảo tàng Mỹ Thuật Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
c24eae6b-bbea-4bbb-86a7-2c41066bf185,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} 23/9 tọa lạc ở đơn vị hành chính nào?,,
2a6126c7-4a71-4973-94e6-b8313de863ce,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",Dinh Độc Lập tọa lạc ở đơn vị hành chính nào?,,
1c053c77-f0ce-4cb0-b991-c8db70700305,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",Ngã sáu Phù Đổng tọa lạc ở đơn vị hành chính nào?,,
2a014f6d-2b45-46f6-b23a-2b01f86ecfd7,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",Thư viện Khoa học Tổng hợp Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
9b67455c-a9ad-40fe-816f-fcd7281dd949,"phường Bến Thành, Thành phố Hồ Chí Minh, Việt Nam",Tòa án nhân dân Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
9830e192-ab25-4a82-8756-73afc95fd71d,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bitexco Financial Tower tọa lạc ở đơn vị hành chính nào?,,
46db60a7-7275-4e49-9a54-93949f56afe9,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bưu điện Trung tâm Sài Gòn tọa lạc ở đơn vị hành chính nào?,,
3deb4780-bbf3-476f-8fa3-baab57462c52,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bảo tàng Lịch sử Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
b6b10955-652b-4d4a-98f9-f1936c365b92,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bảo tàng Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
7da23d40-5ca2-4467-a587-115c8fdad1d1,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bến Bạch Đằng tọa lạc ở đơn vị hành chính nào?,,
faf37d34-1e6a-4515-9d0e-f35e3199e8e7,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Bến tàu Bạch Đằng tọa lạc ở đơn vị hành chính nào?,,
ff5b99f0-4505-4163-b0bf-e6adeaa691a6,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Chùa Thiện Hành tọa lạc ở đơn vị hành chính nào?,,
b8188a53-2e57-464c-820b-b8705d0768e4,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} 30/4 tọa lạc ở đơn vị hành chính nào?,,
73ab88f6-fa99-4d06-bf75-c72cd71d1d46,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} Chi Lăng tọa lạc ở đơn vị hành chính nào?,,
01f37445-bfa0-422d-a4b9-49e17d539734,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} Lam Sơn tọa lạc ở đơn vị hành chính nào?,,
790d9504-0ef1-403c-8e6c-ceb62afc220f,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} Đống Đa tọa lạc ở đơn vị hành chính nào?,,
bb161829-c380-4b34-9ed0-4421f2484dac,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Nhà hát Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
0a6c4a84-f3c1-4cca-8141-c1c465f31056,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Nhà thờ Đức Bà Sài Gòn tọa lạc ở đơn vị hành chính nào?,,
0b642818-8505-4e71-9a9f-92a3ddfe8f1c,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Phố đi bộ Nguyễn Huệ tọa lạc ở đơn vị hành chính nào?,,
c648a1df-1f99-4614-8ba9-cf4e2764f52d,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Thương xá Tax {BRIGHT_RED}(Đã tháo dỡ){RESET} tọa lạc ở đơn vị hành chính nào?,,
71138591-b344-4a25-96d7-2029ecedbcba,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Thảo Cầm Viên Sài Gòn tọa lạc ở đơn vị hành chính nào?,,
c5672ec2-e08b-48ae-8800-9b281a1a10f9,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm Thể dục Thể thao Hoa Lư tọa lạc ở đơn vị hành chính nào?,,
0263f9e4-7082-4ef9-9bda-73c02ccd7609,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Trụ sở Ủy ban nhân dân Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
42c7a847-e5fb-484d-ac70-a05e31c2584e,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Đài Phát thanh - Truyền hình Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
3e612335-a7df-40a4-8e4d-90b97d79f183,"phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",Đường sách Thành phố Hồ Chí Minh tọa lạc ở đơn vị hành chính nào?,,
53756c9a-0b93-4b58-a864-35df16028474,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",Chùa Phước Hải tọa lạc ở đơn vị hành chính nào?,,
02a69ab3-0696-4330-b774-adc00b866998,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",Chùa Tam Bảo tọa lạc ở đơn vị hành chính nào?,,
3e3e89af-978a-49d2-8de7-b8ee05219c8b,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",Chùa Vạn Thọ tọa lạc ở đơn vị hành chính nào?,,
aeb97dde-95db-4433-99d8-9c8c53f5aca8,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",Chùa Đức Quang tọa lạc ở đơn vị hành chính nào?,,
9afe4be5-a585-42fb-9c6a-13b9c4da1b55,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",{BRIGHT_GREEN}Công viên{RESET} Lê Văn Tám tọa lạc ở đơn vị hành chính nào?,,
c7ed8108-4ee8-4b72-99ec-3e4062f9ad22,"phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam",Nhà thờ Thánh Gia tọa lạc ở đơn vị hành chính nào?,,
