id,answer,question,desc,ref
b33a5ec6-dd18-42b8-b4f6-3b9027b44110,Bộ chuyển mạch (Switch),Thiết bị mạng nào chịu trách nhiệm hoạt động ở tầng liên kết dữ liệu trong mô hình OSI?,,
e7b66759-6336-4194-a33e-cf2f52c5fe2f,Bộ chuyển mạch (Switch),Thiết bị mạng nào chịu trách nhiệm kết nối nhiều thiết bị trong một mạng?,,
62042181-ad70-436d-9aec-5480d176eae3,Bộ chuyển mạch (Switch),Thiết bị mạng nào chịu trách nhiệm sử dụng địa chỉ MAC để chuyển tiếp khung dữ liệu đến đúng cổng?,,
ef542119-c12b-4f91-9120-c91ef804a147,Bộ điều khiển mạng LAN không dây (Wireless LAN Controller - WLC),Thiết bị mạng nào cho phép quản lý các điểm truy cập không dây (Wireless Access Point - WAP)?,,
e01b4dd8-3795-4e27-a7fe-792608b5090d,Bộ định tuyến (Router),Thiết bị mạng nào chịu trách nhiệm hoạt động ở tầng mạng trong mô hình OSI?,,
d5777de1-8718-4476-891f-9d5eae415436,Bộ định tuyến (Router),Thiết bị mạng nào chịu trách nhiệm kết nối nhiều mạng với nhau?,,
6470e66d-3682-45e2-a173-3d83966e9edf,Bộ định tuyến (Router),Thiết bị mạng nào chịu trách nhiệm sử dụng địa chỉ IP để gửi gói dữ liệu đích?,,
c26a8103-4687-4430-b286-3b8bb27e54c0,Cân bằng tải (Load balancer),Thiết bị/phần mềm giải pháp nào chịu trách nhiệm quản lý phân phối khối lượng công việc tối ưu trên nhiều tài nguyên máy tính?,,
820bedab-962f-43df-90e9-3e7458e18d66,Hệ thống ngăn chặn xâm nhập (Intrusion Prevention System - IPS),"Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm có thể loại bỏ hoặc từ chối các gói mạng, chấm dứt kết nối hoặc thực hiện các hành động khác để ngăn chặn cuộc tấn công?",,
61dd7341-740d-40d5-b4d5-39ea32285280,Hệ thống ngăn chặn xâm nhập (Intrusion Prevention System - IPS),"Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm hoạt động ở chế độ nội tuyến, chủ động chặn và kiểm tra lưu lượng mạng?",,
3bd15a11-1728-4390-8031-7656e6b961f2,Hệ thống ngăn chặn xâm nhập (Intrusion Prevention System - IPS),Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm thực hiện các biện pháp chủ động để ngăn chặn hoặc giảm thiểu các nỗ lực xâm nhập?,,
0fcafef1-4fde-4275-95e4-56c900e30bb8,Hệ thống phát hiện xâm nhập (Intrusion Detection System - IDS),Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm giám sát lưu lượng mạng mà không tham gia trực tiếp vào việc định tuyến lưu lượng hoặc sửa đổi gói?,,
05d90c55-022a-4824-a60c-af4290e6f615,Hệ thống phát hiện xâm nhập (Intrusion Detection System - IDS),Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm không thực hiện hành động trực tiếp để chặn hoặc ngăn chặn các cuộc tấn công?,,
b260ae27-0bae-485a-9b99-02a107c8edb6,Hệ thống phát hiện xâm nhập (Intrusion Detection System - IDS),Thiết bị/phần mềm bảo mật mạng nào chịu trách nhiệm tạo cảnh báo và thông báo cho nhân viên an ninh hoặc quản trị viên khi phát hiện hoạt động đáng ngờ?,,
d4a68057-663a-40d0-aefa-0b7667179b4b,Proxy,Hệ thống/phần mềm nào chịu trách nhiệm đóng vai trò trung gian giữa máy tính và Internet?,,
c78da12d-6757-4a00-a145-af7d004f2754,Sai (False),"Trong mô hình OSI, “Data encapsulation” mô tả quá trình mỗi tầng thêm thông tin điều khiển riêng vào dữ liệu gốc khi đi từ tầng vật lý (Physical) lên tầng ứng dụng (Application) là đúng hay sai.",,
c4e62b4b-6097-47f9-b467-0a0cda117792,Segment,Đơn vị dữ liệu giao thức TCP trong mô hình OSI được gọi là?,,
58f73773-f4c0-46b5-b569-5c25df11383a,Thời gian tải nội dung,Lợi ích chính của phân phối nội dụng mạng (Content Delivery Network) là?,,
9153f3ad-5eda-460a-8e2e-357c60d80e1f,Tường Lửa (Firewall),Thiết bị/phần mềm bảo mật nào chịu trách nhiệm giám sát và kiểm soát lưu lượng mạng đến và đi dựa trên các quy tắc bảo mật được xác định trước?,,
fecaa7e8-6299-43cd-aeb5-c6273933e1af,Vùng lưu trữ mạng (Storage Area Network - SAN),Mạng cục bộ chuyên dùng nào bao gồm các thiết bị cung cấp quyền truy cập dữ liệu?,,
f42d7b15-0a39-4c04-8d67-0cb49f7ef20d,Điểm truy cập không dây (Wireless Access Point - WAP),Thiết bị mạng nào cho phép kết nối Wifi vào mạng có dây?,,
19d95cca-858d-432c-b2b9-58ea70a06f63,Ổ cứng mạng (Network Attached Storage - NAS),Thiết bị lưu trữ chuyên dụng nào kết nối vào mạng nội bộ?,,
